user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
10406201@N05	11160767476_1956a533a0_o.jpg	279	(25, 32)	m	1247	503	670	670	0	0	22
10406201@N05	9546131697_22d561f42c_o.jpg	266	(38, 43)	m	0	37	657	808	-10	0	106
10406201@N05	11457970173_67e220b567_o.jpg	271	(25, 32)	f	1603	776	574	573	0	15	55
10406201@N05	11457970173_67e220b567_o.jpg	288	(25, 32)	f	2218	680	567	567	10	15	120
10406201@N05	11457970173_67e220b567_o.jpg	273	(25, 32)	f	1037	1222	542	542	5	0	50
10406201@N05	11457970173_67e220b567_o.jpg	272	(25, 32)	m	1346	610	523	523	-10	0	36
10406201@N05	10016670123_edcb1ac5e0_o.jpg	265	(8, 12)	m	969	750	1090	1090	10	0	93
10406201@N05	10265991733_ccb67cd6af_o.jpg	264	(38, 43)	m	1152	1169	287	287	15	0	58
10406201@N05	10265991733_ccb67cd6af_o.jpg	270	(15, 20)	f	1741	1257	255	255	5	0	77
10406201@N05	10265991733_ccb67cd6af_o.jpg	273	(25, 32)	f	1751	592	242	243	5	0	80
10406201@N05	10265991733_ccb67cd6af_o.jpg	271	(25, 32)	f	1871	514	242	243	-5	0	89
68825596@N05	11593595975_fa331724ec_o.jpg	289	(4, 6)	m	366	359	664	601	-105	30	24
68825596@N05	11594389176_e68978bb3f_o.jpg	290	(15, 20)	f	0	270	707	690	-100	0	69
68825596@N05	11594530956_5d2c296b73_o.jpg	291	(15, 20)	m	116	0	860	733	-70	-15	26
68825596@N05	11593257145_61e68574e7_o.jpg	292	(15, 20)	f	2567	812	383	383	0	30	73
68825596@N05	11593257145_61e68574e7_o.jpg	293	(15, 20)	f	374	653	287	287	15	0	58
68825596@N05	11593257145_61e68574e7_o.jpg	294	(15, 20)	f	1813	556	287	287	-25	15	13
68825596@N05	11593257145_61e68574e7_o.jpg	290	(15, 20)	f	1220	772	274	275	5	15	46
68825596@N05	11594049683_39b8d25d94_o.jpg	290	(15, 20)	f	643	412	765	765	-70	30	70
68825596@N05	11594062695_4dc210cef9_o.jpg	290	(15, 20)	f	0	0	862	830	-95	-30	67
68825596@N05	11594540046_38111d7a11_o.jpg	290	(15, 20)	f	232	391	732	569	-105	0	76
68825596@N05	11594540046_38111d7a11_o.jpg	295	(4, 6)	f	669	67	540	541	-105	15	59
68825596@N05	11594540046_38111d7a11_o.jpg	296	(4, 6)	f	169	186	372	373	-95	0	80
68825596@N05	11594348474_7995fc5d07_o.jpg	296	(4, 6)	f	1410	1179	319	319	-85	0	77
68825596@N05	11593657735_2b8b2943a2_o.jpg	290	(15, 20)	f	529	1236	803	803	-100	0	71
68825596@N05	11594467636_6387506bec_o.jpg	290	(15, 20)	f	0	282	823	678	-105	0	35
68825596@N05	11593667615_2cb80d1c2a_o.jpg	291	(15, 20)	m	376	1102	522	523	-90	0	123
68825596@N05	11593667615_2cb80d1c2a_o.jpg	290	(15, 20)	f	733	710	484	485	-80	0	72
68825596@N05	11593918825_4ecc7d07d7_o.jpg	290	(15, 20)	f	616	589	1135	1135	-110	0	177
68825596@N05	11594256606_b33acc838e_o.jpg	290	(15, 20)	f	0	0	1221	960	-100	0	82
68825596@N05	11594597576_2cded25ebe_o.jpg	297	(4, 6)	f	2043	844	637	638	255	0	70
68825596@N05	11594597576_2cded25ebe_o.jpg	298	(4, 6)	u	2180	430	503	503	260	-45	46
68825596@N05	11594120843_11a9f4f577_o.jpg	290	(15, 20)	f	0	0	817	789	-75	0	35
68825596@N05	11594120843_11a9f4f577_o.jpg	296	(4, 6)	f	255	256	769	704	-90	-15	22
68825596@N05	11593832913_487b5db52a_o.jpg	289	(4, 6)	m	345	341	388	388	-80	0	70
68825596@N05	11594296434_bd9419dbc7_o.jpg	290	(15, 20)	f	511	1463	542	541	-100	30	48
68825596@N05	11593195235_592d0ff3dc_o.jpg	299	(4, 6)	f	758	490	1588	1588	-90	0	159
68825596@N05	11593439365_73c9003774_o.jpg	300	(48, 53)	m	634	634	676	676	-95	0	69
68825596@N05	11593692475_4c3c763d2f_o.jpg	290	(15, 20)	f	895	1208	548	548	-95	0	44
68825596@N05	11593507494_ddff378f4a_o.jpg	290	(15, 20)	f	367	100	220	221	-85	0	20
68825596@N05	11594433886_eb30cf53d9_o.jpg	291	(15, 20)	m	250	435	1166	1166	-90	15	80
68825596@N05	11594433886_eb30cf53d9_o.jpg	290	(15, 20)	f	294	1231	982	982	-95	0	68
68825596@N05	11594339876_e26f0148dc_o.jpg	301	(15, 20)	f	0	0	780	643	-70	0	58
68825596@N05	11594339876_e26f0148dc_o.jpg	290	(15, 20)	f	7	405	696	555	-110	15	28
68825596@N05	11593731724_315d275a07_o.jpg	290	(15, 20)	f	0	282	730	678	-95	0	72
68825596@N05	11594134243_ef08edc399_o.jpg	290	(15, 20)	f	0	243	754	717	-95	0	88
68825596@N05	11594134243_ef08edc399_o.jpg	295	(4, 6)	f	215	0	660	518	-70	0	84
68825596@N05	11593977734_a87dee42f8_o.jpg	291	(15, 20)	m	261	130	1045	1046	-90	-30	39
68825596@N05	11593622884_864d7875fa_o.jpg	302	(0, 2)	u	706	392	1785	1785	-85	0	125
68825596@N05	11594236443_4ffaa8db29_o.jpg	296	(4, 6)	f	390	15	890	945	-95	0	57
68825596@N05	11593979413_402a598dc5_o.jpg	290	(15, 20)	f	210	0	869	753	-70	0	10
68825596@N05	11593979413_402a598dc5_o.jpg	291	(15, 20)	m	50	380	692	580	-95	0	38
68825596@N05	11593934946_b1fab7736f_o.jpg	290	(15, 20)	f	306	1456	809	810	-85	0	108
68825596@N05	11593730334_fc7bdd59c5_o.jpg	290	(15, 20)	f	57	287	748	673	-105	0	74
68825596@N05	11593728143_3b3fbcb340_o.jpg	290	(15, 20)	f	154	1013	536	536	-100	0	69
68825596@N05	11594566416_0ca4ec0e8d_o.jpg	291	(15, 20)	m	259	180	344	345	-95	0	51
68825596@N05	11593262465_06d1119092_o.jpg	290	(15, 20)	f	377	984	574	574	-95	0	110
68825596@N05	11594060055_80e6999482_o.jpg	296	(4, 6)	f	370	0	667	566	-100	0	98
68825596@N05	11593859573_1419d380b4_o.jpg	291	(15, 20)	m	277	441	1141	1141	-90	15	87
68825596@N05	11593859573_1419d380b4_o.jpg	290	(15, 20)	f	277	1217	1001	1001	-90	0	79
68825596@N05	11593822664_b25939ec81_o.jpg	303	(48, 53)	f	1686	1574	261	262	-85	0	67
68825596@N05	11593762843_d79fdef016_o.jpg	301	(15, 20)	f	81	0	844	823	-90	30	79
68825596@N05	11593520195_ec4cacbf6d_o.jpg	290	(15, 20)	f	229	991	504	503	-90	0	87
68825596@N05	11594011853_9e890e5bcd_o.jpg	304	(4, 6)	f	1515	854	313	312	265	0	67
68825596@N05	11593577234_303e862c8e_o.jpg	290	(15, 20)	f	315	988	427	427	-85	0	108
68825596@N05	11594311884_e2a40ca0eb_o.jpg	290	(15, 20)	f	239	439	1332	1333	-85	30	8
68825596@N05	11593862193_06756ec119_o.jpg	291	(15, 20)	m	581	714	867	867	-105	30	81
68825596@N05	11593862193_06756ec119_o.jpg	290	(15, 20)	f	626	1246	803	803	-100	0	84
68825596@N05	11593992775_c080dd7dfb_o.jpg	290	(15, 20)	f	0	738	1173	1301	-70	0	9
68825596@N05	11593803873_03789db372_o.jpg	289	(4, 6)	m	0	324	660	636	-110	30	41
68825596@N05	11593485584_b1325448ce_o.jpg	290	(15, 20)	f	56	241	228	228	-75	0	94
68825596@N05	11593526553_21d0937ee5_o.jpg	290	(15, 20)	f	0	384	647	576	-75	0	93
68825596@N05	11593526553_21d0937ee5_o.jpg	296	(4, 6)	f	522	1	540	540	-85	0	89
68825596@N05	11594039714_a3124f5ea7_o.jpg	291	(15, 20)	m	1206	274	555	554	-5	0	81
68825596@N05	11594039714_a3124f5ea7_o.jpg	290	(15, 20)	f	1659	643	478	478	5	0	83
68825596@N05	11593442255_eda1c87b15_o.jpg	300	(48, 53)	m	753	669	804	803	-80	0	34
68825596@N05	11593197375_1e4718749f_o.jpg	290	(15, 20)	f	139	389	713	571	-110	0	105
68825596@N05	11593593475_4aa772ecb0_o.jpg	289	(4, 6)	m	0	269	601	641	-110	15	57
68825596@N05	11594178496_ebb154cb6f_o.jpg	290	(15, 20)	f	267	659	988	988	-80	0	66
68825596@N05	11593277815_d956a56c5c_o.jpg	290	(15, 20)	f	816	537	1064	1064	-90	0	121
68825596@N05	11594055894_911152922e_o.jpg	291	(15, 20)	m	339	772	657	657	-90	0	122
68825596@N05	11594055894_911152922e_o.jpg	305	(15, 20)	m	725	1416	510	510	-95	0	62
68825596@N05	11594448656_e407fbeebd_o.jpg	291	(15, 20)	m	350	508	995	994	-90	30	87
68825596@N05	11593366185_289173a738_o.jpg	290	(15, 20)	f	156	1257	580	580	-100	0	113
68825596@N05	11593996024_ba69d25268_o.jpg	306	(15, 20)	m	441	108	548	548	5	0	53
68825596@N05	11593996024_ba69d25268_o.jpg	307	(15, 20)	f	1324	172	459	459	0	0	81
68825596@N05	11594522746_ca51b72494_o.jpg	291	(15, 20)	m	166	0	384	330	-110	-30	85
68825596@N05	11594183623_12e08865dd_o.jpg	300	(48, 53)	m	1353	52	765	765	15	0	21
68825596@N05	11593777714_135f090c06_o.jpg	290	(15, 20)	f	313	908	651	650	-110	30	90
68825596@N05	11594412606_70416e1379_o.jpg	308	(15, 20)	f	214	57	296	296	-95	15	74
68825596@N05	11594412606_70416e1379_o.jpg	290	(15, 20)	f	215	308	280	280	-110	30	76
68825596@N05	11594412606_70416e1379_o.jpg	309	(48, 53)	m	71	570	164	164	-95	0	57
68825596@N05	11594096444_5f46075506_o.jpg	291	(15, 20)	m	661	124	1037	1037	-5	0	41
68825596@N05	11593702785_f356f1aa5d_o.jpg	291	(15, 20)	m	200	181	564	564	-75	0	74
68825596@N05	11593655385_a5999fdc6d_o.jpg	291	(15, 20)	m	468	669	975	975	-105	30	61
68825596@N05	11593655385_a5999fdc6d_o.jpg	290	(15, 20)	f	543	1235	816	816	-100	0	72
68825596@N05	11594392396_705d81e584_o.jpg	290	(15, 20)	f	749	0	531	660	10	0	72
68825596@N05	11594392396_705d81e584_o.jpg	291	(15, 20)	m	92	99	412	413	20	0	90
68825596@N05	11594258224_7bac26cd22_o.jpg	290	(15, 20)	f	0	122	897	838	-115	30	76
68825596@N05	11594563436_e638f85359_o.jpg	291	(15, 20)	m	1182	98	1065	1065	5	0	49
68825596@N05	11593977746_428c215c8d_o.jpg	290	(15, 20)	f	0	45	857	915	-90	0	53
68825596@N05	11593972313_c790ec5bb6_o.jpg	291	(15, 20)	m	97	586	828	829	-75	-15	105
68825596@N05	11593972313_c790ec5bb6_o.jpg	290	(15, 20)	f	505	388	650	651	-80	0	131
68825596@N05	11594266156_276a9c457b_o.jpg	290	(15, 20)	f	510	820	809	810	-80	-30	46
68825596@N05	11594483246_b278e4babb_o.jpg	290	(15, 20)	f	892	1180	612	612	-100	15	44
68825596@N05	11593669475_68cae3ba43_o.jpg	291	(15, 20)	m	247	1031	592	593	-90	0	138
68825596@N05	11593669475_68cae3ba43_o.jpg	290	(15, 20)	f	659	639	504	503	-75	0	71
68825596@N05	11593906133_b13eb78d51_o.jpg	310	(15, 20)	m	304	375	191	192	-100	0	5
68825596@N05	11593774505_d10e66a61e_o.jpg	290	(15, 20)	f	193	491	612	469	-110	30	6
68825596@N05	11593774505_d10e66a61e_o.jpg	291	(15, 20)	m	356	220	320	320	-90	0	15
68825596@N05	11594417746_87db6f5a04_o.jpg	311	(15, 20)	f	166	0	680	681	-105	0	100
68825596@N05	11594417746_87db6f5a04_o.jpg	290	(15, 20)	f	154	443	653	517	-105	30	30
68825596@N05	11593424213_1850904c7c_o.jpg	290	(15, 20)	f	0	261	1359	1638	-80	0	56
68825596@N05	11593365623_f7a6e886e1_o.jpg	291	(15, 20)	m	938	511	548	548	-95	0	107
68825596@N05	11594460816_3768d62185_o.jpg	291	(15, 20)	m	283	1069	580	580	-90	-15	138
68825596@N05	11594460816_3768d62185_o.jpg	290	(15, 20)	f	682	666	503	503	-75	0	75
68825596@N05	11594617206_5445edd37b_o.jpg	303	(48, 53)	f	614	508	700	700	-10	0	104
68825596@N05	11594617206_5445edd37b_o.jpg	290	(15, 20)	f	1271	266	588	588	10	0	76
68825596@N05	11593566485_3b9d8bc0c3_o.jpg	312	(25, 32)	f	1059	1544	421	421	-85	0	71
68825596@N05	11593566485_3b9d8bc0c3_o.jpg	313	(38, 43)	m	956	1071	421	420	-80	0	55
68825596@N05	11593566485_3b9d8bc0c3_o.jpg	314	(25, 32)	f	1212	717	415	414	-80	0	12
68825596@N05	11593566485_3b9d8bc0c3_o.jpg	290	(15, 20)	f	1251	294	331	332	-100	0	49
68825596@N05	11593654744_1eeaa48878_o.jpg	315	(15, 20)	f	81	334	344	344	-115	0	170
68825596@N05	11594021023_9744cdf4d8_o.jpg	296	(4, 6)	f	0	15	723	724	-70	0	43
68825596@N05	11593734575_f7d5e53bd4_o.jpg	290	(15, 20)	f	0	141	825	819	-95	0	69
68825596@N05	11593431735_78354fd720_o.jpg	303	(48, 53)	f	2852	643	633	633	0	0	102
68825596@N05	11593681173_43a93680f2_o.jpg	290	(15, 20)	f	0	166	724	794	-100	0	51
68825596@N05	11593146695_4e2ffefa98_o.jpg	290	(15, 20)	f	0	1166	664	682	-90	0	107
68825596@N05	11593148805_4e50fb2019_o.jpg	290	(15, 20)	f	0	0	820	757	-115	0	14
68825596@N05	11594019854_69ebf11818_o.jpg	291	(15, 20)	m	209	441	436	436	-85	0	58
68825596@N05	11593448925_a560241021_o.jpg	290	(15, 20)	f	83	396	740	564	-115	30	33
68825596@N05	11593643105_458f084c6f_o.jpg	291	(15, 20)	m	285	452	1135	1135	-95	30	110
68825596@N05	11593643105_458f084c6f_o.jpg	290	(15, 20)	f	328	1246	937	937	-90	0	89
68825596@N05	11593832374_2b7a578239_o.jpg	295	(4, 6)	f	189	269	460	461	-110	30	52
68825596@N05	11593456473_931d1f249d_o.jpg	290	(15, 20)	f	0	242	798	718	-95	0	62
68825596@N05	11594027964_ca70f39c36_o.jpg	291	(15, 20)	m	75	213	316	317	-85	0	21
68825596@N05	11593773063_6fb20cbd82_o.jpg	312	(25, 32)	f	1059	1568	402	401	-90	0	50
68825596@N05	11593773063_6fb20cbd82_o.jpg	313	(38, 43)	m	954	1096	395	395	-85	0	51
68825596@N05	11593773063_6fb20cbd82_o.jpg	314	(25, 32)	f	1220	752	383	382	-80	0	6
68825596@N05	11593773063_6fb20cbd82_o.jpg	290	(15, 20)	f	1233	337	325	326	-100	0	54
68825596@N05	11594424386_cf8ddf658a_o.jpg	290	(15, 20)	f	94	52	1326	1326	-70	0	54
68825596@N05	11594424386_cf8ddf658a_o.jpg	289	(4, 6)	m	685	1010	988	988	-115	15	46
68825596@N05	11594063605_713764ddeb_o.jpg	290	(15, 20)	f	179	0	808	783	-95	0	70
68825596@N05	11594063605_713764ddeb_o.jpg	296	(4, 6)	f	86	552	404	404	-100	0	85
68825596@N05	11594422546_75404d0c09_o.jpg	289	(4, 6)	m	612	1016	1051	1052	-95	0	135
68825596@N05	11593664733_dffbf9f0f8_o.jpg	290	(15, 20)	f	956	984	529	530	-85	0	73
68825596@N05	11594224586_79cefde164_o.jpg	303	(48, 53)	f	3011	670	548	548	5	0	79
68825596@N05	11594224586_79cefde164_o.jpg	300	(48, 53)	m	4983	411	506	507	-15	30	12
68825596@N05	11593800303_f9d3060056_o.jpg	290	(15, 20)	f	267	504	608	456	-115	30	40
68825596@N05	11593940673_37487ff7eb_o.jpg	316	(15, 20)	f	1134	881	498	497	-90	15	38
68825596@N05	11594484896_27471c2045_o.jpg	290	(15, 20)	f	110	0	669	539	-95	0	80
68825596@N05	11594013823_ac6edb56c0_o.jpg	290	(15, 20)	f	506	474	1110	1110	-80	0	97
68825596@N05	11594216754_21e2e30bd8_o.jpg	290	(15, 20)	f	790	392	1014	1013	-95	0	108
68825596@N05	11593812493_bf7cf5f093_o.jpg	290	(15, 20)	f	219	462	653	498	-115	30	13
68825596@N05	11594521506_76b9550a00_o.jpg	317	(15, 20)	f	92	170	204	205	-5	-15	76
68825596@N05	11594521506_76b9550a00_o.jpg	291	(15, 20)	m	954	145	168	169	0	30	73
68825596@N05	11594521506_76b9550a00_o.jpg	306	(15, 20)	m	355	136	152	152	-10	-45	92
68825596@N05	11594521506_76b9550a00_o.jpg	307	(15, 20)	f	524	176	136	136	5	0	66
68825596@N05	11594521506_76b9550a00_o.jpg	290	(15, 20)	f	799	155	120	119	0	0	96
68825596@N05	11594061585_54844a9330_o.jpg	296	(4, 6)	f	377	0	648	603	-105	0	115
113804525@N05	11847512646_82e8096f9c_o.jpg	318	(0, 2)	u	1791	592	924	925	-15	0	14
113804525@N05	11846455104_455a9c2c76_o.jpg	319	35	m	803	1075	529	529	-90	0	64
113804525@N05	11846455104_455a9c2c76_o.jpg	320	(25, 32)	f	1104	1612	504	504	-85	0	38
113804525@N05	11846455104_455a9c2c76_o.jpg	321	3	m	929	634	376	376	-95	0	35
113804525@N05	11848071516_3ef8bf0dc5_o.jpg	322	55	f	1110	814	338	338	-100	0	67
113804525@N05	11847551844_412ac56e71_o.jpg	323	(25, 32)	m	543	594	924	924	-80	-30	73
113804525@N05	11847284705_d7bfdc0239_o.jpg	324	(60, 100)	m	2256	659	504	504	5	0	92
113804525@N05	11847284705_d7bfdc0239_o.jpg	325	58	m	1271	683	370	370	-5	0	107
113804525@N05	11855396364_7537a80932_o.jpg	326	(60, 100)	f	1035	1584	243	242	-105	0	40
113804525@N05	11847174154_1a821698f0_o.jpg	327	(25, 32)	m	505	462	618	618	0	0	48
113804525@N05	11847174154_1a821698f0_o.jpg	319	35	m	1805	637	548	548	-10	0	81
113804525@N05	11847174154_1a821698f0_o.jpg	323	(25, 32)	m	1227	551	503	504	0	0	133
113804525@N05	11846313353_8f9b716a73_o.jpg	319	35	m	1212	535	580	580	-5	0	40
113804525@N05	11846313353_8f9b716a73_o.jpg	320	(25, 32)	f	733	825	484	485	0	0	24
113804525@N05	11846313353_8f9b716a73_o.jpg	321	3	m	1839	698	338	337	10	0	54
113804525@N05	11847097505_c9b61873be_o.jpg	328	(60, 100)	m	768	785	325	325	0	0	60
113804525@N05	11847097505_c9b61873be_o.jpg	327	(25, 32)	m	1522	733	280	280	-5	15	85
113804525@N05	11847097505_c9b61873be_o.jpg	320	(25, 32)	f	2245	969	261	261	5	0	101
113804525@N05	11847097505_c9b61873be_o.jpg	323	(25, 32)	m	1926	749	255	255	-5	0	109
113804525@N05	11846014335_43a7cbba4b_o.jpg	319	35	m	986	1082	523	522	-100	0	55
113804525@N05	11846014335_43a7cbba4b_o.jpg	320	(25, 32)	f	1260	1593	491	491	-90	0	41
113804525@N05	11846014335_43a7cbba4b_o.jpg	321	3	m	1096	682	363	363	-80	0	49
113804525@N05	11847274825_66dcf9b574_o.jpg	322	55	f	1727	548	306	306	-15	15	87
113804525@N05	11846402904_ac6a196bcd_o.jpg	321	3	m	2078	382	612	612	10	0	31
113804525@N05	11846402904_ac6a196bcd_o.jpg	318	(0, 2)	u	816	949	503	504	-5	0	74
113804525@N05	11846294843_4645dcbecc_o.jpg	319	35	m	1018	1048	497	497	-85	0	103
113804525@N05	11846294843_4645dcbecc_o.jpg	324	(60, 100)	m	932	1456	491	491	-105	0	104
113804525@N05	11846294843_4645dcbecc_o.jpg	321	3	m	1203	752	299	299	-85	0	116
113804525@N05	11846738775_2a01c596c1_o.jpg	318	(0, 2)	u	1050	326	752	752	-85	0	106
113804525@N05	11846738775_2a01c596c1_o.jpg	321	3	m	890	1450	689	688	-70	15	68
113804525@N05	11847149904_d72cc169ef_o.jpg	318	(0, 2)	u	634	541	548	549	-90	0	92
113804525@N05	11846727095_388feb64c8_o.jpg	321	3	m	639	1300	599	599	-90	0	95
113804525@N05	11846727095_388feb64c8_o.jpg	318	(0, 2)	u	787	635	548	549	-100	0	61
113804525@N05	11846306953_001a9a361b_o.jpg	319	35	m	747	999	586	586	-90	0	49
113804525@N05	11846306953_001a9a361b_o.jpg	320	(25, 32)	f	1056	1561	517	517	-85	0	30
113804525@N05	11846306953_001a9a361b_o.jpg	321	3	m	902	586	382	383	-90	0	41
113804525@N05	11846471864_f13866bfda_o.jpg	320	(25, 32)	f	1031	1137	261	262	-5	0	91
113804525@N05	11846471864_f13866bfda_o.jpg	319	35	m	1523	1050	262	261	-5	0	116
113804525@N05	11846471864_f13866bfda_o.jpg	326	(60, 100)	f	1961	1137	243	243	10	0	55
113804525@N05	11846471864_f13866bfda_o.jpg	329	(25, 32)	f	859	1061	242	242	0	0	86
113804525@N05	11846471864_f13866bfda_o.jpg	327	(25, 32)	m	1114	922	242	243	0	0	150
113804525@N05	11846471864_f13866bfda_o.jpg	323	(25, 32)	m	914	889	243	242	-5	0	100
113804525@N05	11846471864_f13866bfda_o.jpg	324	(60, 100)	m	2118	996	286	286	-18	0	88
113804525@N05	11846471864_f13866bfda_o.jpg	330	(25, 32)	f	1188	1078	243	243	-5	0	68
113804525@N05	11847372253_57d2035e4d_o.jpg	319	35	m	1855	655	484	484	-5	0	109
113804525@N05	11847372253_57d2035e4d_o.jpg	327	(25, 32)	m	793	489	459	459	0	0	74
113804525@N05	11847372253_57d2035e4d_o.jpg	323	(25, 32)	m	1399	556	408	408	-5	15	127
113804525@N05	11847156374_fec448b20d_o.jpg	321	3	m	592	1333	778	778	-105	0	63
113804525@N05	11846341943_a2591f20b9_o.jpg	321	3	m	1998	1134	389	389	-15	0	21
113804525@N05	11847028453_a53d0e3681_o.jpg	327	(25, 32)	m	564	524	618	618	0	0	42
113804525@N05	11847028453_a53d0e3681_o.jpg	319	35	m	1883	717	542	542	-10	0	57
113804525@N05	11847028453_a53d0e3681_o.jpg	323	(25, 32)	m	1262	648	491	491	-5	0	103
113804525@N05	11847375903_f5192ed52e_o.jpg	319	35	m	1998	639	465	465	0	0	115
113804525@N05	11847375903_f5192ed52e_o.jpg	327	(25, 32)	m	886	484	459	459	5	0	97
113804525@N05	11847375903_f5192ed52e_o.jpg	323	(25, 32)	m	1496	538	414	415	-5	0	122
113804525@N05	11846800256_f00d5472ce_o.jpg	320	(25, 32)	f	245	1271	1434	1177	-95	0	31
113804525@N05	11846800256_f00d5472ce_o.jpg	318	(0, 2)	u	1224	761	898	899	-90	0	27
113804525@N05	11846323223_e779c607ae_o.jpg	320	(25, 32)	f	986	1224	242	242	-5	0	101
113804525@N05	11846323223_e779c607ae_o.jpg	326	(60, 100)	f	1863	1203	242	242	5	0	78
113804525@N05	11846323223_e779c607ae_o.jpg	329	(25, 32)	f	798	1133	242	242	10	-15	68
113804525@N05	11846323223_e779c607ae_o.jpg	319	35	m	1471	1137	242	243	-5	0	102
113804525@N05	11846323223_e779c607ae_o.jpg	327	(25, 32)	m	1039	997	242	242	-5	0	156
113804525@N05	11846323223_e779c607ae_o.jpg	323	(25, 32)	m	839	970	243	242	-5	0	121
113804525@N05	11846323223_e779c607ae_o.jpg	324	(60, 100)	m	1998	1061	306	306	-17	0	94
113804525@N05	11846323223_e779c607ae_o.jpg	330	(25, 32)	f	1131	1152	242	242	-5	0	60
113804525@N05	11847533073_1fceaf81e6_o.jpg	325	58	m	570	1173	242	242	5	0	68
113804525@N05	11847409243_d87944a9d0_o.jpg	323	(25, 32)	m	441	817	810	810	-80	45	25
113804525@N05	11855246373_f0c6779245_o.jpg	326	(60, 100)	f	1091	505	242	242	5	0	29
113804525@N05	11855246373_f0c6779245_o.jpg	324	(60, 100)	m	1710	435	242	242	-15	0	47
113804525@N05	11847168584_13430b91d2_o.jpg	319	35	m	1901	661	567	567	-10	0	39
113804525@N05	11847168584_13430b91d2_o.jpg	327	(25, 32)	m	604	494	567	567	10	0	59
113804525@N05	11847168584_13430b91d2_o.jpg	323	(25, 32)	m	1373	619	466	466	-5	0	119
113804525@N05	11846400264_2467848699_o.jpg	329	(25, 32)	f	387	876	274	274	10	0	90
113804525@N05	11846400264_2467848699_o.jpg	324	(60, 100)	m	1909	691	268	268	-10	0	115
113804525@N05	11846400264_2467848699_o.jpg	319	35	m	1392	758	268	268	0	0	83
113804525@N05	11846400264_2467848699_o.jpg	327	(25, 32)	m	2409	662	268	268	5	0	144
113804525@N05	11846400264_2467848699_o.jpg	320	(25, 32)	f	1013	886	255	255	0	0	103
113804525@N05	11846400264_2467848699_o.jpg	323	(25, 32)	m	559	632	338	338	12	0	100
113804525@N05	11846400264_2467848699_o.jpg	330	(25, 32)	f	1694	854	242	242	-5	0	89
113804525@N05	11847520606_959d392d68_o.jpg	318	(0, 2)	u	887	769	1237	1237	-85	0	123
113804525@N05	11848094536_bd94c6a19e_o.jpg	324	(60, 100)	m	1485	256	899	899	-5	0	76
113804525@N05	11848094536_bd94c6a19e_o.jpg	326	(60, 100)	f	1134	344	612	612	-10	30	11
113804525@N05	11847520264_751dc364cb_o.jpg	327	(25, 32)	m	1585	658	338	338	10	0	86
113804525@N05	11847520264_751dc364cb_o.jpg	320	(25, 32)	f	2432	961	274	274	0	0	109
113804525@N05	11847520264_751dc364cb_o.jpg	323	(25, 32)	m	2059	707	274	274	0	0	151
113804525@N05	11847520264_751dc364cb_o.jpg	329	(25, 32)	f	1939	919	274	274	5	0	53
113804525@N05	11847520264_751dc364cb_o.jpg	321	3	m	2942	1013	280	281	0	0	86
113804525@N05	11847520264_751dc364cb_o.jpg	330	(25, 32)	f	1367	954	255	255	5	0	6
113804525@N05	11846285283_9ea56f52dd_o.jpg	320	(25, 32)	f	219	1086	1499	1362	-95	0	13
113804525@N05	11846285283_9ea56f52dd_o.jpg	318	(0, 2)	u	1289	629	829	829	-75	0	55
113804525@N05	11847888786_32fbd7dfc4_o.jpg	327	(25, 32)	m	505	462	618	618	0	0	48
113804525@N05	11847888786_32fbd7dfc4_o.jpg	319	35	m	1805	637	548	548	-10	0	81
113804525@N05	11847888786_32fbd7dfc4_o.jpg	323	(25, 32)	m	1227	551	503	504	0	0	133
113804525@N05	11847918516_807847e2f9_o.jpg	323	(25, 32)	m	1683	278	663	663	0	0	70
113804525@N05	11847918516_807847e2f9_o.jpg	321	3	m	1431	1088	299	300	0	0	123
113804525@N05	11845966495_288f085829_o.jpg	323	(25, 32)	m	637	683	287	287	10	0	104
113804525@N05	11845966495_288f085829_o.jpg	320	(25, 32)	f	1026	897	268	268	0	0	94
113804525@N05	11845966495_288f085829_o.jpg	329	(25, 32)	f	454	887	261	262	10	0	95
113804525@N05	11845966495_288f085829_o.jpg	327	(25, 32)	m	2397	688	255	255	0	0	139
113804525@N05	11845966495_288f085829_o.jpg	319	35	m	1421	788	242	243	0	0	74
113804525@N05	11845966495_288f085829_o.jpg	330	(25, 32)	f	1694	870	242	242	-5	0	92
113804525@N05	11845966495_288f085829_o.jpg	324	(60, 100)	m	1888	710	293	294	-9	0	123
113804525@N05	11854962335_079a70394d_o.jpg	326	(60, 100)	f	905	1386	242	242	-85	0	46
113804525@N05	11847288125_f0c8cb53c0_o.jpg	331	(4, 6)	f	227	1697	294	293	15	0	119
113804525@N05	11847136455_06c86f4bf5_o.jpg	323	(25, 32)	m	353	682	1001	1001	-85	0	100
113804525@N05	11846822506_765de9a41d_o.jpg	319	35	m	785	1039	587	586	-90	0	62
113804525@N05	11846822506_765de9a41d_o.jpg	320	(25, 32)	f	1114	1619	465	465	-85	0	37
113804525@N05	11846822506_765de9a41d_o.jpg	321	3	m	906	647	376	376	-80	0	60
113804525@N05	11855248813_5ddd159f00_o.jpg	326	(60, 100)	f	1086	556	243	242	0	0	36
113804525@N05	11855248813_5ddd159f00_o.jpg	324	(60, 100)	m	1764	481	242	242	-10	0	35
